id,timestamp,email,fullname,firstname,surname,friends,teachers
375,6:31:18 AM,russell.bailey@madisonps.org,Bailey Russell,Bailey,Russell,Kristen Allison|Fatima Hall|Tripp Bradford|Penelope Valdez|Vaughn Summers,Mr. Vasquez|Mr. Hester|Mr. Gonzales
376,5:48:13 PM,tate.oliver@madisonps.org,Oliver Tate,Oliver,Tate,Karissa Wheeler|Amelia Buckley|Tommy Vega,Mrs. Holt|Mrs. Pugh|Mr. Mcguire|Mr. Terrell|Mr. Patrick
377,8:12:02 AM,morales.beckham@madisonps.org,Beckham Morales,Beckham,Morales,Rihanna Pacheco|Cadence Jacobs|Pedro Wheeler|Tamia Nunez,Mrs. Strong|Mr. Hester|Mrs. Pugh|Mr. Figueroa|Mrs. Schaefer
378,11:58:59 AM,wood.catalina@madisonps.org,Catalina Wood,Catalina,Wood,Beckham Morales|Joe Beck|Tamia Romero|Tate Wilson|Lucian Parsons,Mr. Vazquez|Mrs. Lam|Mr. Livingston|Mrs. Wade|Mrs. Luna
379,12:30:38 AM,cabrera.johnathan@madisonps.org,Johnathan Cabrera,Johnathan,Cabrera,Aiyana Gordon|Jorden Roberts|Semaj Braun|Jorden Roberts|Ronald Beltran,Mr. Figueroa
380,5:49:53 PM,galloway.nigel@madisonps.org,Nigel Galloway,Nigel,Galloway,Ada Gaines|Crystal Grant|Santino Villarreal|Jacey Stout|Xzavier Martinez,Mr. Gillespie|Mr. Figueroa
381,4:07:14 PM,romero.tamia@madisonps.org,Tamia Romero,Tamia,Romero,Marely Schultz|Jaydon Knapp|Saige Choi|Kamila Bruce|Santino Villarreal,Mr. Frazier|Mr. Braun|Mrs. Pollard|Mr. Patrick|Mr. Collins
382,6:07:17 PM,olsen.kolton@madisonps.org,Kolton Olsen,Kolton,Olsen,Alanna Crane,Mrs. Hunt|Mr. Gillespie|Mr. Livingston
383,10:19:38 AM,murillo.isaiah@madisonps.org,Isaiah Murillo,Isaiah,Murillo,Cole Wells|Jovanni Abbott,Mrs. Conley|Mr. Roberts|Mrs. Lam|Mrs. Oliver
384,1:53:50 AM,jenkins.talia@madisonps.org,Talia Jenkins,Talia,Jenkins,Reid Mueller|Pedro Wheeler|Izaiah Jimenez|Esmeralda Hanson|Desmond Good,Mrs. Wood|Mrs. Chang|Mrs. Marquez
385,3:05:53 AM,cruz.jazlene@madisonps.org,Jazlene Cruz,Jazlene,Cruz,Clara Vasquez|Michaela Gibbs|Anastasia Turner|Krish Welch|Chaim Terry,Mrs. Lam|Mrs. Chandler|Mrs. Oliver
386,5:46:22 AM,russo.elise@madisonps.org,Elise Russo,Elise,Russo,Willow Cordova|Charlie Glenn|Zara Jarvis,Mrs. Conley|Mrs. Wade|Mr. Farmer|Mr. Marshall
387,2:11:47 AM,sloan.vance@madisonps.org,Vance Sloan,Vance,Sloan,Esperanza Velasquez|Payton Parrish|Louis Walls|Jolie Mata,Mrs. Oliver|Mr. Lowe|Mr. Reed
388,5:12:13 PM,rojas.lucy@madisonps.org,Lucy Rojas,Lucy,Rojas,Jillian Armstrong|Johnny Jackson|Arabella Duffy|Serena Gilbert|Trevor Buchanan,Mrs. Gutierrez|Mrs. Drake|Mr. Graham|Mrs. Ferrell|Mrs. Luna
389,8:05:31 PM,yates.roman@madisonps.org,Roman Yates,Roman,Yates,Tara Fischer|Terry Mcclain|Nickolas Mays|Alyssa Armstrong|Katherine Allison,Mr. Patrick|Mrs. Strong|Mrs. Wood|Mrs. Hunt|Mrs. Strong
390,10:27:24 AM,carney.charlee@madisonps.org,Charlee Carney,Charlee,Carney,Whitney Marshall|Kristian Serrano|Mohamed Mack|Thalia Hunt|Mark Cole,Mr. Willis|Mr. Cook|Mr. Cabrera|Mr. King|Mrs. Lam
391,7:40:25 PM,davenport.kody@madisonps.org,Kody Davenport,Kody,Davenport,Samara Schmitt|Darrell Mcintosh|Kristian Proctor|Katrina Espinoza|Tiana Weiss,Mrs. Flynn
392,5:21:53 PM,spence.lennon@madisonps.org,Lennon Spence,Lennon,Spence,Madden Mckenzie,Mr. Cabrera|Mr. Cabrera
393,8:28:43 PM,watkins.german@madisonps.org,German Watkins,German,Watkins,Lennon Spence|Carlee Lane,Mr. Montoya|Mrs. Ferrell|Mr. Thompson|Mrs. Walton|Mrs. Walton
394,3:06:04 AM,sanchez.clarissa@madisonps.org,Clarissa Sanchez,Clarissa,Sanchez,Jorden Bray|Vicente Hull|Serena Mullins|Danika Wiley|Esperanza Velasquez,Mrs. Sanchez|Mr. Costa|Mr. Edwards
395,10:11:12 AM,dalton.macie@madisonps.org,Macie Dalton,Macie,Dalton,Katelyn Benton|Jaylyn Strong|Princess Bell|Kristian Frey|Dallas Best,Mrs. Sanchez|Mrs. Hammond|Mr. Vasquez|Mrs. Parsons
396,5:12:14 PM,crane.jeramiah@madisonps.org,Jeramiah Crane,Jeramiah,Crane,Camryn Harrell|Eric Cantrell|Izaiah Barry,Mr. Vazquez|Mr. Reed|Mrs. Rollins
397,1:41:39 AM,newton.jerimiah@madisonps.org,Jerimiah Newton,Jerimiah,Newton,Tristian Roberson|Madeleine Benson|Marcos Hodges|Zachary Perry,Mr. Vazquez|Mrs. Solomon|Mrs. Hunt
398,9:47:49 PM,choi.lara@madisonps.org,Lara Choi,Lara,Choi,Zayden Oconnell|Kody Davenport|Dalia Hensley|Jameson Marshall|Quentin Gray,Mrs. Hahn|Mr. Dalton|Mrs. Gutierrez|Mrs. Schaefer
399,7:25:37 AM,conway.brittany@madisonps.org,Brittany Conway,Brittany,Conway,Kaylee Vincent|Zavier Sandoval|Kristian Serrano|Jane Logan|Sebastian Ingram,Mrs. Nixon|Mrs. Luna|Mrs. Ferrell
400,1:46:34 PM,dennis.raelynn@madisonps.org,Raelynn Dennis,Raelynn,Dennis,Tristian Roberson|Jamari Krueger|Caitlyn Raymond|Lucia Owens|Jarrett Perry,Mrs. Solomon|Mr. Cook|Mr. Suarez|Mr. Cabrera|Mrs. Hammond
401,5:21:58 PM,harper.mark@madisonps.org,Mark Harper,Mark,Harper,George Poole|Malakai Ochoa|Patrick Meza|Avah Harding|Mckinley Blair,Mrs. Hahn|Mr. Terrell|Mr. Terrell|Mrs. Drake|Mr. Livingston
402,4:27:07 AM,chang.zaiden@madisonps.org,Zaiden Chang,Zaiden,Chang,Jolie Salas,Mrs. Parsons|Mr. King|Mr. Richmond|Mr. Willis|Mrs. Strong
403,12:50:55 AM,hodge.karlee@madisonps.org,Karlee Hodge,Karlee,Hodge,Alisson Terry|Hassan Hawkins,Mr. Mcguire
404,4:17:03 PM,martinez.xzavier@madisonps.org,Xzavier Martinez,Xzavier,Martinez,Leland Hutchinson|Nia Pacheco|Byron Woodard|Emelia Shields|Devin Henry,Mr. Montoya|Mr. Young
405,4:25:05 AM,walls.ezequiel@madisonps.org,Ezequiel Walls,Ezequiel,Walls,Princess Bell|Sierra Paul|Madeleine Benson|Tomas Chapman|Clarissa Sanchez,Mrs. Chang|Mr. Dalton|Mrs. Luna|Mr. Carey|Mr. Dalton
406,1:23:35 AM,lawrence.dominick@madisonps.org,Dominick Lawrence,Dominick,Lawrence,Brooks Caldwell|Myles Estes|Kyla King,Mrs. Chavez|Mr. Reed|Mrs. Chavez
407,4:48:33 AM,mahoney.haiden@madisonps.org,Haiden Mahoney,Haiden,Mahoney,Abby Blackburn|Dayton Allison|Rory Goodman|Lara Choi,Mrs. Pollard|Mrs. Lam|Mrs. Strong|Mr. Terrell
408,9:40:02 PM,hull.vicente@madisonps.org,Vicente Hull,Vicente,Hull,Paisley Booker|Trevin Steele|Jazlene Cruz|Thalia Hunt|Lindsay Levine,Mrs. Solomon|Mr. Costa|Mrs. Sanchez
409,2:08:14 PM,grant.sidney@madisonps.org,Sidney Grant,Sidney,Grant,Kyla King|Brycen Golden|Antony Combs|Noelle Phillips|Keyon Cisneros,Mrs. Nixon|Mr. Lowe|Mrs. Pollard
410,3:11:20 AM,norman.jared@madisonps.org,Jared Norman,Jared,Norman,Beau Camacho|Yasmin Hodge|Corinne Bolton|Joe Spence|Alyssa Armstrong,Mr. Thompson|Mr. Miles|Mr. Roberts|Mr. Vazquez
411,12:36:05 PM,levy.kassidy@madisonps.org,Kassidy Levy,Kassidy,Levy,Danika Gray|Julianne Drake|Nasir Warren|Sherlyn Tran|Pamela Moyer,Mrs. Chang|Mrs. Pollard|Mr. Farmer
412,4:48:50 PM,snyder.peyton@madisonps.org,Peyton Snyder,Peyton,Snyder,Gavin Foster,Mr. Merritt|Mrs. Bentley|Mrs. Nixon|Mrs. Hahn|Mrs. Oliver
413,2:42:40 AM,blankenship.london@madisonps.org,London Blankenship,London,Blankenship,Denzel Kelley|Kaley Fox,Mr. Reed|Mrs. Blackburn|Mr. Cook|Mrs. Solomon|Mrs. Kane
414,4:14:11 PM,dillon.caleb@madisonps.org,Caleb Dillon,Caleb,Dillon,Elle Lindsey|Avah Harding|Kailee Flores|Max Hubbard|Chasity Shea,Mr. Richmond|Mr. Lucero|Mrs. Oliver|Mrs. Oliver|Mrs. Mosley
415,11:31:23 PM,burns.aaliyah@madisonps.org,Aaliyah Burns,Aaliyah,Burns,Andrea Vance|Carmelo Bernard|Wade Gillespie|Gia Mcknight|Alaina Rogers,Mr. Edwards
416,10:42:33 AM,bullock.liana@madisonps.org,Liana Bullock,Liana,Bullock,Kristen Allison|Sheldon Little|Thalia Hunt,Mr. King|Mrs. Blackburn
417,8:38:38 PM,walton.saniya@madisonps.org,Saniya Walton,Saniya,Walton,Desmond Good|Liana Bullock|Kathleen Rice|Jimmy Ware,Mrs. Maddox|Mrs. Costa|Mrs. Francis|Mr. Gonzales|Mr. Lucero
418,3:19:35 AM,bernard.dayami@madisonps.org,Dayami Bernard,Dayami,Bernard,Kamryn Graves|Madilyn Bernard|Nicolas Huff|Jaron Browning|Gilbert Mason,Mr. Roberts|Mr. Cook|Mrs. Schaefer
419,8:34:46 PM,reeves.shelby@madisonps.org,Shelby Reeves,Shelby,Reeves,Ahmad Meza|Malakai Ochoa|Tiana Weiss|Paola Bartlett|Tamia Romero,Mr. Gonzales|Mr. Braun|Mrs. Costa|Mr. Gillespie
420,12:19:02 PM,kramer.joy@madisonps.org,Joy Kramer,Joy,Kramer,Mireya Webb|Peyton Lowe|Milton Rangel|Rayan Powers|Tara Fischer,Mr. Richmond|Mrs. Kane|Mrs. Velez
421,6:07:37 PM,goodman.jeffery@madisonps.org,Jeffery Goodman,Jeffery,Goodman,Josue Lucero|Kameron Blanchard|Jeramiah Crane|Dania Benson|Jane Logan,Mrs. Flynn|Mrs. Pugh|Mrs. Wall
422,2:21:37 AM,franco.willow@madisonps.org,Willow Franco,Willow,Franco,Kaydence Fernandez,Mrs. Ferrell|Mrs. Reid|Mrs. Pugh|Mrs. Lam
423,8:58:40 PM,blackburn.aarav@madisonps.org,Aarav Blackburn,Aarav,Blackburn,Charles Morrow|Raegan Rush,Mrs. Harvey|Mr. Frazier|Mr. Marshall
424,4:33:20 AM,osborn.malia@madisonps.org,Malia Osborn,Malia,Osborn,Jimmy Ware|Raelynn Dennis|Kolton Olsen|Elise Herring|Fletcher Hanna,Mrs. Walton|Mrs. Chavez|Mr. Huffman|Mrs. Lam|Mrs. Gutierrez
425,12:04:45 PM,krause.cristian@madisonps.org,Cristian Krause,Cristian,Krause,Elian Ryan|Ryland Trujillo|London Blankenship|Jarrett Perry|Yamilet Rowe,Mrs. Savage|Mrs. Mcmillan|Mrs. Nixon|Mr. Costa|Mrs. Mosley
426,2:57:20 AM,decker.jenny@madisonps.org,Jenny Decker,Jenny,Decker,German Watkins|Jaylyn Stokes|Jordon Hodges,Mrs. Walton|Mrs. Pugh|Mrs. Francis|Mr. Campbell|Mr. Figueroa
427,11:31:55 PM,knight.shaun@madisonps.org,Shaun Knight,Shaun,Knight,Mckayla Sherman|Abby Blackburn|Pamela Arellano|Averi Donovan,Mr. Figueroa
428,12:32:23 AM,dennis.kenny@madisonps.org,Kenny Dennis,Kenny,Dennis,Ashlynn Donaldson|Elijah James|Malachi Owen|Casey Hernandez|Samuel Keith,Mr. Montoya|Mrs. Bentley
429,5:40:36 PM,white.pamela@madisonps.org,Pamela White,Pamela,White,Ezekiel Mahoney|Fernanda Tucker|Hunter Mckenzie|Sidney Grant|Kenny Dennis,Mrs. Solomon|Mr. Richmond|Mrs. Kane|Mr. King|Mrs. Velez
430,2:26:24 PM,dougherty.gary@madisonps.org,Gary Dougherty,Gary,Dougherty,Aliyah Newman|Jillian Armstrong|Jaidyn Finley|Miah Vincent|Jared Norman,Mr. Patrick|Mrs. Costa|Mr. Willis
431,12:55:51 AM,fletcher.nayeli@madisonps.org,Nayeli Fletcher,Nayeli,Fletcher,Amare Weiss|Amelia Buckley|Demarion Burke|Liana Bullock|Steve Hooper,Mrs. Lam|Mrs. Costa|Mrs. Mcmillan|Mr. Hester
432,8:20:03 AM,vaughn.alexus@madisonps.org,Alexus Vaughn,Alexus,Vaughn,Rosemary Fuentes,Mrs. Hahn|Mrs. Pugh|Mrs. Pollard
433,8:48:36 AM,beasley.jameson@madisonps.org,Jameson Beasley,Jameson,Beasley,Jazlene Cruz|Trevin Steele,Mrs. Savage|Mrs. Braun|Mr. Lucero
434,3:58:32 AM,chaney.juliet@madisonps.org,Juliet Chaney,Juliet,Chaney,Amelia Buckley|Alena Christian|Jaylyn Stokes|Zaid Crawford|Jaslene Marsh,Mr. Kemp|Mr. Dalton|Mrs. Braun|Mrs. Maddox
435,9:55:35 PM,levy.dixie@madisonps.org,Dixie Levy,Dixie,Levy,Jamie Hill|Maci Swanson|Preston Kaufman|Tamia Romero|Finnegan Small,Mrs. Gutierrez|Mr. Dorsey|Mrs. Lucas
436,5:06:57 AM,pacheco.rihanna@madisonps.org,Rihanna Pacheco,Rihanna,Pacheco,Johnny Jackson|Jadyn Oconnell|Leonidas Tyler,Mrs. Braun|Mrs. Wood|Mrs. Sanchez|Mr. Mcguire|Mr. Cook
437,1:11:47 AM,clay.makaila@madisonps.org,Makaila Clay,Makaila,Clay,Van Washington|Edgar Valenzuela|Jerome Gilbert|Macie Dalton,Mr. Floyd|Mrs. Ferrell|Mrs. Hickman|Mrs. Kane|Mrs. Drake
438,2:07:09 AM,leblanc.nigel@madisonps.org,Nigel Leblanc,Nigel,Leblanc,Adalyn Steele|Jamal Johnston|Jayla Ayers|Joe Beck|Mariam Cohen,Mrs. Lawson|Mr. Mcguire|Mrs. Rollins|Mr. Costa|Mr. Hester
439,9:57:22 AM,wade.mikaela@madisonps.org,Mikaela Wade,Mikaela,Wade,Raegan Rush|Kael Shah|Karlee Hodge|Jillian Armstrong|Anika Hull,Mr. Terrell
440,8:05:33 PM,herman.tessa@madisonps.org,Tessa Herman,Tessa,Herman,Nikhil Wyatt|Ryan Solomon|Javion Weiss|Trevin Steele|Charlee Carney,Mr. Dorsey|Mrs. Hickman
441,7:35:35 PM,beck.shayla@madisonps.org,Shayla Beck,Shayla,Beck,Trevin Steele|Reid Mueller|Cory Silva|Serena Meadows|Monique Schwartz,Mr. Mcguire|Mr. Caldwell|Mrs. Gutierrez|Mr. Roberts|Mrs. Harvey
442,2:10:00 AM,walsh.evangeline@madisonps.org,Evangeline Walsh,Evangeline,Walsh,Edgar Valenzuela,Mrs. Braun|Mrs. Strong|Mrs. Pollard
443,4:40:19 PM,coleman.finley@madisonps.org,Finley Coleman,Finley,Coleman,Khalil Wyatt|Zayden Oconnell,Mr. Suarez|Mrs. Pugh|Mr. Frazier|Mrs. Luna
444,9:46:43 AM,frederick.liana@madisonps.org,Liana Frederick,Liana,Frederick,Ronald Beltran|Tess Petersen|Jacey Bryant|Jacey Bryant|Dixie Levy,Mr. Edwards|Mrs. Hunt|Mrs. Oliver
445,4:25:24 PM,mccormick.darren@madisonps.org,Darren Mccormick,Darren,Mccormick,Jessie Flynn|Casey Hernandez|Pedro Harris|Bradley Coffey|Kamryn Graves,Mrs. Rollins|Mr. Marshall|Mrs. Lawson
446,12:55:23 PM,shields.emelia@madisonps.org,Emelia Shields,Emelia,Shields,Yadira Hodge|Lane Macdonald|Robert Watson,Mr. Edwards|Mr. Webb|Mr. Lucero|Mr. Carey
447,8:38:02 PM,pacheco.nia@madisonps.org,Nia Pacheco,Nia,Pacheco,Muhammad Bird|Mark Cole|Rodolfo Tyler|Jagger Farrell,Mr. Kemp|Mrs. Marquez|Mrs. Strong
448,3:38:21 AM,simon.lindsay@madisonps.org,Lindsay Simon,Lindsay,Simon,Jonathon Castaneda|Jasiah Moses|Jaqueline Hickman|Izaiah Barry|Kenna Landry,Mr. Willis|Mrs. Wall|Mr. Cook|Mr. Edwards|Mr. Morrow
449,4:23:03 AM,hubbard.max@madisonps.org,Max Hubbard,Max,Hubbard,Marley Johnston|Jasmin Dillon|Hassan Hawkins|Jaylin Hodge|Aliyah Newman,Mrs. Conley|Mr. Figueroa|Mr. Gibson|Mrs. Chandler|Mr. Dorsey
450,8:18:51 PM,hooper.steve@madisonps.org,Steve Hooper,Steve,Hooper,Kai Mathews|Averi Barr|Isabelle Cordova|Kaylee Vincent|Malachi Owen,Mrs. Kane|Mrs. Maddox|Mrs. Drake|Mrs. Hammond|Mr. Willis
451,5:06:11 AM,chen.keyon@madisonps.org,Keyon Chen,Keyon,Chen,Donna Andrews|Mylie Arias|Carleigh Espinoza|Ulises Mullen|Calvin Garrison,Mrs. Hahn
452,10:34:49 AM,camacho.beau@madisonps.org,Beau Camacho,Beau,Camacho,Sara Orr,Mr. Vasquez|Mrs. Lucas
453,11:30:10 PM,harmon.rachael@madisonps.org,Rachael Harmon,Rachael,Harmon,Sara Orr|Javier Maynard,Mr. Gonzales|Mr. Terrell|Mrs. Lawson|Mr. Dalton|Mr. Young
454,8:28:05 PM,best.tyson@madisonps.org,Tyson Best,Tyson,Best,Ava Sullivan|Clara Vasquez|Quinn Knapp|Lana Boone|Yasmin Hodge,Mrs. Solomon|Mrs. Marquez|Mrs. Wall
455,10:21:21 PM,archer.noelle@madisonps.org,Noelle Archer,Noelle,Archer,Elisa Castillo|Jakobe Andrade|Jaidyn Nolan|Liana Bullock|Amirah Liu,Mr. Mcfarland|Mr. Richmond|Mr. Morrow|Mrs. Hunt
456,11:49:12 PM,gilbert.serena@madisonps.org,Serena Gilbert,Serena,Gilbert,Jayden Hutchinson|Jolie Mata|Sloane Savage,Mr. Carey|Mrs. Rollins|Mr. Cabrera
457,9:15:12 AM,francis.lorena@madisonps.org,Lorena Francis,Lorena,Francis,Alondra Boyle|Danica Hansen|Aleena Watson|Leonel Shelton,Mrs. Pollard|Mr. Frazier|Mr. Costa
458,7:30:57 PM,massey.kale@madisonps.org,Kale Massey,Kale,Massey,Jadyn Gardner|Fletcher Hanna|Mohammad Miles|Bennett Christian|Alex Bentley,Mrs. Pollard|Mr. Collins|Mrs. Flynn|Mrs. Bentley
459,11:59:36 AM,buck.noah@madisonps.org,Noah Buck,Noah,Buck,Elle Lindsey|Shelby Reeves|Marcos Mills|Jamal Johnston|Vance Mccarthy,Mr. Thompson|Mrs. Lucas|Mr. Merritt
460,4:49:09 AM,leach.gabriella@madisonps.org,Gabriella Leach,Gabriella,Leach,Sam Werner|Shania Ware|Aliyah Newman|Caylee Nunez|Alani Oneill,Mr. Braun|Mr. Graham|Mr. Carey|Mr. Edwards|Mrs. Francis
461,1:42:54 PM,valenzuela.edgar@madisonps.org,Edgar Valenzuela,Edgar,Valenzuela,Monique Mcconnell|Thalia Briggs|Gaven Costa|Macey Gilbert|Macie Poole,Mrs. Wall|Mr. Webb|Mr. Mcguire|Mrs. Braun|Mrs. Pollard
462,12:36:12 PM,donaldson.ashlynn@madisonps.org,Ashlynn Donaldson,Ashlynn,Donaldson,Kael Shah,Mrs. Ferrell|Mrs. Hammond|Mr. Hester|Mrs. Strong|Mrs. Pugh
463,4:04:26 AM,wang.calvin@madisonps.org,Calvin Wang,Calvin,Wang,Claire Moreno|Toby Arias,Mrs. Lam
464,8:10:32 PM,buck.adriana@madisonps.org,Adriana Buck,Adriana,Buck,Noelle Phillips|Faith Torres|Aliyah Newman|Joshua Ferrell|Jeffery Goodman,Mrs. Wall|Mrs. Blackburn
465,12:36:14 PM,acosta.cherish@madisonps.org,Cherish Acosta,Cherish,Acosta,Thalia Simpson|Cailyn Horton|Jamison James|Evie Thornton|Ethen Hamilton,Mrs. Costa|Mr. Richmond|Mrs. Mcmillan|Mrs. Hahn|Mr. Gonzales
466,7:08:03 PM,stokes.jaylyn@madisonps.org,Jaylyn Stokes,Jaylyn,Stokes,Preston Kaufman|Gilbert Mason|Amiah Berger,Mr. Campbell|Mrs. Nixon|Mrs. Conley
467,6:18:27 PM,kelley.denzel@madisonps.org,Denzel Kelley,Denzel,Kelley,Tripp Ashley|Isaiah Herman|Amber Palmer|Isaiah Murillo,Mrs. Pugh|Mr. Mcfarland|Mrs. Pugh|Mrs. Harvey
468,9:26:00 PM,taylor.noah@madisonps.org,Noah Taylor,Noah,Taylor,Kyla King|Preston Greene|Josiah Allen|Jase Macdonald|Cortez Savage,Mr. Dorsey|Mr. Cook|Mr. Hester
469,3:53:55 AM,andrade.jakobe@madisonps.org,Jakobe Andrade,Jakobe,Andrade,Jordan Hardy|Easton Mckay|Brogan Marquez|Liana Bullock|Audrey Deleon,Mr. Huffman|Mr. Cook|Mrs. Velez
470,2:42:38 PM,evans.catherine@madisonps.org,Catherine Evans,Catherine,Evans,Duncan Evans|Jacoby Pope|Jarrett Perry|Waylon Rosario|Tanya Little,Mrs. Holt|Mr. Morrow|Mr. Dalton|Mrs. Pugh
471,4:41:27 PM,macdonald.jase@madisonps.org,Jase Macdonald,Jase,Macdonald,Pierce Pittman|Dulce Osborn|Roderick Decker|Jaquan Duke|Van Washington,Mr. Vasquez|Mr. Graham|Mrs. Hammond
472,10:04:35 AM,duffy.andres@madisonps.org,Andres Duffy,Andres,Duffy,Keon Santos,Mr. Gonzales|Mr. Frazier|Mr. Mcfarland|Mrs. Hunt|Mr. Floyd
473,7:59:10 AM,liu.amirah@madisonps.org,Amirah Liu,Amirah,Liu,Nigel Galloway|Maren Montgomery,Mrs. Conley|Mr. Rose|Mrs. Reid|Mr. Roberts|Mr. Reed
474,12:57:19 PM,meza.carla@madisonps.org,Carla Meza,Carla,Meza,Tyler Browning|Mark Cole|Jade Moses|Joanna Wilkerson|Jason Lin,Mrs. Parsons|Mr. Rose|Mr. Gentry|Mr. Terrell|Mr. Morrow
475,7:55:46 AM,ali.camryn@madisonps.org,Camryn Ali,Camryn,Ali,Reid Mueller|Zackery Young|Amelie Kent|Jorge Contreras|Salvatore Choi,Mrs. Mosley
476,10:30:13 PM,ray.scarlett@madisonps.org,Scarlett Ray,Scarlett,Ray,Lydia Owens|Hector Marks|Maurice Solomon,Mr. Suarez|Mrs. Wall
477,6:46:57 AM,terry.chaim@madisonps.org,Chaim Terry,Chaim,Terry,Kallie Huber|Jerome Gilbert|Toby Arias|Cadence Hunt,Mr. Huffman|Mr. Roberts|Mr. Webb|Mrs. Hahn|Mr. Livingston
478,7:55:56 AM,watson.aleena@madisonps.org,Aleena Watson,Aleena,Watson,Mike Sherman|Josh Trujillo|Lena Larson|Robert Watson|Clara Vasquez,Mrs. Savage|Mrs. Hammond|Mr. Edwards
479,5:35:38 PM,dominguez.mercedes@madisonps.org,Mercedes Dominguez,Mercedes,Dominguez,Carla Meza|Jane Logan|Skyler Watkins|Thalia Hunt|Abby Blackburn,Mrs. Nixon|Mrs. Drake|Mrs. Mcmillan|Mr. Rose
480,12:22:43 AM,mcpherson.stephen@madisonps.org,Stephen Mcpherson,Stephen,Mcpherson,Pedro Harris|Shania Ware|Donna Andrews|Raphael Gregory|Tatiana Sexton,Mrs. Marquez|Mrs. Costa|Mrs. Braun
481,1:19:37 AM,boone.lana@madisonps.org,Lana Boone,Lana,Boone,Jalen Ortega|Lucia Marsh|Elias Lynn|Izabelle Blake|Noelle Archer,Mr. Thompson|Mrs. Bentley|Mrs. Strong
482,9:14:17 PM,simon.emerson@madisonps.org,Emerson Simon,Emerson,Simon,Leonel Shelton,Mrs. Chang|Mrs. Hunt|Mrs. Maddox|Mr. Montoya
483,4:51:55 AM,marsh.ainsley@madisonps.org,Ainsley Marsh,Ainsley,Marsh,Tommy Vega|Anastasia Turner,Mr. King|Mrs. Solomon|Mr. Patrick
484,12:27:33 PM,chase.tobias@madisonps.org,Tobias Chase,Tobias,Chase,Khalil Wyatt|Abram Rogers|Serena Mullins|Damon Graham|Ryan Solomon,Mr. Vasquez|Mrs. Lawson|Mr. Webb|Mr. Frazier|Mr. Cook
485,11:08:07 PM,gilbert.macey@madisonps.org,Macey Gilbert,Macey,Gilbert,Terry Mcclain|Lewis Hester|Damari Chung|Tori Summers|Jessica Frank,Mr. Vazquez|Mr. Patrick|Mr. Caldwell|Mr. Reed|Mr. Webb
486,4:29:32 PM,patrick.gideon@madisonps.org,Gideon Patrick,Gideon,Patrick,Kaiya Frye|Joy Kramer|Luciana Douglas,Mrs. Ferrell|Mr. Vazquez|Mr. King|Mrs. Hahn|Mr. Thompson
487,12:26:40 PM,hensley.marin@madisonps.org,Marin Hensley,Marin,Hensley,Toby Gardner|Duncan Evans|Nicolas Huff|Ramiro Lee,Mrs. Walton
488,8:52:00 PM,finley.tanya@madisonps.org,Tanya Finley,Tanya,Finley,Teagan Bush|Cortez Savage|Josue Strong|Cory Silva|Dereon Barrera,Mrs. Mosley|Mrs. Lucas
489,6:49:26 AM,sexton.shayna@madisonps.org,Shayna Sexton,Shayna,Sexton,Payton Ritter|Yareli Irwin|Valerie Perkins|Jayla Martinez|Tanya Finley,Mr. Mcfarland|Mrs. Walton|Mrs. Savage|Mrs. Braun|Mrs. Harvey
490,5:17:34 AM,greene.preston@madisonps.org,Preston Greene,Preston,Greene,Royce Haney|John Bernard|Ayden Woodward|Mattie Potter|Ireland Fitzgerald,Mr. Schaefer|Mrs. Chavez|Mrs. Savage
491,12:18:28 AM,everett.kayden@madisonps.org,Kayden Everett,Kayden,Everett,Cohen Benton|Carla Meza|Tristian Roberson|Keshawn Reese|Teagan Bush,Mrs. Oliver|Mr. Floyd|Mr. Rose|Mr. Willis
492,6:04:34 PM,gibbs.michaela@madisonps.org,Michaela Gibbs,Michaela,Gibbs,Giada Gaines,Mr. Marshall|Mr. Dorsey|Mrs. Sanchez
493,1:37:43 AM,villarreal.santino@madisonps.org,Santino Villarreal,Santino,Villarreal,Miriam Mills|Tyson Best,Mr. Mcguire|Mrs. Braun|Mrs. Mosley
494,6:06:11 PM,swanson.maci@madisonps.org,Maci Swanson,Maci,Swanson,Jordan Hardy|Yandel Carey|Aiyana Gordon|Steven Montoya|Yareli Irwin,Mr. Thompson|Mr. Schaefer|Mrs. Flynn|Mr. Richmond
495,2:44:32 AM,duffy.arabella@madisonps.org,Arabella Duffy,Arabella,Duffy,Josh Trujillo|Camryn Harrell|Rosemary Edwards|Kasey Page|Kristian Serrano,Mr. Gillespie|Mr. Miles|Mr. Thompson
496,7:01:08 PM,fitzgerald.ireland@madisonps.org,Ireland Fitzgerald,Ireland,Fitzgerald,Shaun Knight|Antonio Bright|Casey Hernandez,Mrs. Chang|Mrs. Wade|Mrs. Sanchez|Mr. Young|Mr. Mcguire
497,4:28:11 PM,king.kyla@madisonps.org,Kyla King,Kyla,King,Mohammad Miles|Scarlett Ray|Jacoby Pope|Daniela Jimenez,Mr. Suarez|Mr. Thompson|Mr. Livingston|Mrs. Bentley|Mrs. Schaefer
498,3:10:51 AM,cook.gabriella@madisonps.org,Gabriella Cook,Gabriella,Cook,Patience Benton|Jazmin Kramer|Tanya Finley|Cale Harrington|Maximo Hogan,Mrs. Gutierrez|Mr. Collins|Mr. Edwards|Mr. Cook|Mr. Vasquez
